event,oEffect,oReact,oWant,xAttr,xEffect,xIntent,xNeed,xReact,xWant,prefix,split
PersonX loves the world gave,"[""none""]",[],[],[],"[""WANTS THE IMPORTANT MATTER"", ""TO BE FRANK""]",[],[],[],[],"[""loves"", ""world""]",tst
PersonX loves the world gave,"[""none""]",[],[],[],"[""none""]",[],[],[],[],"[""loves"", ""world""]",tst
PersonX loves the world gave,"[""none""]",[],[],[],"[""none""]",[],[],[],[],"[""loves"", ""world""]",tst
PersonX loves the world gave,[],[],"[""none""]",[],[],[],"[""none""]",[],"[""to enjoy life."", ""to thank God.""]","[""loves"", ""world""]",tst
PersonX loves the world gave,[],[],"[""none""]",[],[],[],"[""none""]",[],"[""To spread love"", ""To create impact""]","[""loves"", ""world""]",tst
PersonX loves the world gave,[],[],"[""none""]",[],[],[],"[""none""]",[],"[""nothing"", ""nothing""]","[""loves"", ""world""]",tst
PersonX loves the world gave,[],[],[],"[""agreeable"", ""inspired""]",[],[],[],[],[],"[""loves"", ""world""]",tst
PersonX loves the world gave,[],[],[],"[""gracious"", ""blessed""]",[],[],[],[],[],"[""loves"", ""world""]",tst
PersonX loves the world gave,[],[],[],"[""Thankful"", ""Grateful""]",[],[],[],[],[],"[""loves"", ""world""]",tst
PersonX is PersonY's maid of honor,[],"[""joyful""]",[],[],[],"[""none""]",[],"[""honored""]",[],"[""maid"", ""honor""]",tst
PersonX is PersonY's maid of honor,[],"[""happy to choose personx as their maid of honor"", ""ecstatic""]",[],[],[],"[""none""]",[],"[""flattered"", ""proud""]",[],"[""maid"", ""honor""]",tst
PersonX is PersonY's maid of honor,[],"[""appreciative""]",[],[],[],"[""to support y""]",[],"[""proud""]",[],"[""maid"", ""honor""]",tst
PersonX is PersonY's maid of honor,"[""none""]",[],[],[],"[""gets a new dress"", ""has pictures taken""]",[],[],[],[],"[""maid"", ""honor""]",tst
PersonX is PersonY's maid of honor,"[""smiles in satisfaction"", ""is thanked""]",[],[],[],"[""smiles in satisfaction"", ""is hugged""]",[],[],[],[],"[""maid"", ""honor""]",tst
PersonX is PersonY's maid of honor,[],[],"[""To get married"", ""To have x in their celebration""]",[],[],[],"[""To buy dress"", ""To help Y prepare for wedding""]",[],"[""To look beautiful"", ""To dress up well""]","[""maid"", ""honor""]",tst
PersonX is PersonY's maid of honor,[],[],"[""to thank them"", ""to celebrate""]",[],[],[],"[""none""]",[],"[""to celebrate the wedding"", ""to go home and rest""]","[""maid"", ""honor""]",tst
PersonX is PersonY's maid of honor,[],[],"[""to thank PersonX"", ""to get married""]",[],[],[],"[""to know PersonY"", ""to have a relationship with PersonY""]",[],"[""to go to the wedding"", ""to not let PersonY down""]","[""maid"", ""honor""]",tst
PersonX is PersonY's maid of honor,[],[],[],"[""loyal"", ""friendly""]",[],[],[],[],[],"[""maid"", ""honor""]",tst
PersonX is PersonY's maid of honor,[],[],[],"[""freindly"", ""kind""]",[],[],[],[],[],"[""maid"", ""honor""]",tst
PersonX walks PersonY to PersonX's car,[],"[""thankful""]",[],[],[],"[""to be helpful""]",[],"[""happy""]",[],"[""walks"", ""car""]",tst
PersonX walks PersonY to PersonX's car,[],"[""thankful"", ""grateful""]",[],[],[],"[""to make sure persony is safe""]",[],"[""productive"", ""satisfied""]",[],"[""walks"", ""car""]",tst
PersonX walks PersonY to PersonX's car,[],"[""none""]",[],[],[],"[""to help someone""]",[],"[""helpful""]",[],"[""walks"", ""car""]",tst
PersonX walks PersonY to PersonX's car,"[""Person Y is held by person X"", ""Person Y is taken to the hospital""]",[],[],[],"[""He opens the car door for Person Y"", ""Person X drives the car""]",[],[],[],[],"[""walks"", ""car""]",tst
PersonX walks PersonY to PersonX's car,"[""none""]",[],[],[],"[""PersonX bids them goodnight"", ""PersonX hold open the door""]",[],[],[],[],"[""walks"", ""car""]",tst
PersonX walks PersonY to PersonX's car,"[""rolls down window"", ""opens door"", ""speaks""]",[],[],[],"[""opens door"", ""speaks""]",[],[],[],[],"[""walks"", ""car""]",tst
PersonX walks PersonY to PersonX's car,[],[],"[""get in car"", ""drive home""]",[],[],[],"[""to stand up"", ""to open door""]",[],"[""to go in house"", ""close door""]","[""walks"", ""car""]",tst
PersonX walks PersonY to PersonX's car,[],[],"[""to go out with person X"", ""take a ride with person X""]",[],[],[],"[""to have his car"", ""invite Person Y to his car""]",[],"[""to take person Y somewhere"", ""To go for a ride""]","[""walks"", ""car""]",tst
PersonX walks PersonY to PersonX's car,[],[],[],"[""helpful"", ""hopeful""]",[],[],[],[],[],"[""walks"", ""car""]",tst
PersonX walks PersonY to PersonX's car,[],[],[],"[""Active"", ""Outgoing""]",[],[],[],[],[],"[""walks"", ""car""]",tst
PersonX walks PersonY to PersonX's car,[],[],[],"[""Charming"", ""Mannered""]",[],[],[],[],[],"[""walks"", ""car""]",tst
PersonX lands on PersonY's leg,[],"[""appreciated""]",[],[],[],"[""to be on someone""]",[],"[""good""]",[],"[""lands"", ""leg""]",tst
PersonX lands on PersonY's leg,[],"[""hurt"", ""surprised"", ""vulnerable""]",[],[],[],"[""none""]",[],"[""regret"", ""sorry that persony felt pain"", ""clumsy""]",[],"[""lands"", ""leg""]",tst
PersonX lands on PersonY's leg,"[""Screams in pain"", ""Involuntarily slaps PersonX in response""]",[],[],[],"[""gets yelled at"", ""Get's slapped""]",[],[],[],[],"[""lands"", ""leg""]",tst
PersonX lands on PersonY's leg,"[""PersonY screams in pain"", ""PersonY's leg is no longer able to move""]",[],[],[],"[""none""]",[],[],[],[],"[""lands"", ""leg""]",tst
PersonX lands on PersonY's leg,[],[],"[""move away from PersonX"", ""check for injuries""]",[],[],[],"[""move towards PersonY"", ""fall on PersonY""]",[],"[""get off PersonY"", ""apologize to PersonY""]","[""lands"", ""leg""]",tst
PersonX lands on PersonY's leg,[],[],"[""to get rid of the pain"", ""to go to the ER""]",[],[],[],"[""none""]",[],"[""to apologize to personY"", ""to bring PersonY to the doctor""]","[""lands"", ""leg""]",tst
PersonX lands on PersonY's leg,[],[],"[""to yell at PersonX"", ""to rub their leg""]",[],[],[],"[""none""]",[],"[""to break their fall"", ""to check if PersonY is ok""]","[""lands"", ""leg""]",tst
PersonX lands on PersonY's leg,[],[],[],"[""hurt"", ""devastated""]",[],[],[],[],[],"[""lands"", ""leg""]",tst
PersonX lands on PersonY's leg,[],[],[],"[""strong"", ""athletic""]",[],[],[],[],[],"[""lands"", ""leg""]",tst
PersonX makes PersonX's parents proud,[],"[""proud of their son""]",[],[],[],"[""to prove himself to his parents""]",[],"[""proud of himself""]",[],"[""makes"", ""parents""]",tst
PersonX makes PersonX's parents proud,[],"[""proud""]",[],[],[],"[""to make them proud and happy""]",[],"[""good honored proud""]",[],"[""makes"", ""parents""]",tst
PersonX makes PersonX's parents proud,[],"[""proud""]",[],[],[],"[""to accomplish something""]",[],"[""accomplished""]",[],"[""makes"", ""parents""]",tst
PersonX makes PersonX's parents proud,"[""parents brag about child"", ""parents celebrate child""]",[],[],[],"[""none""]",[],[],[],[],"[""makes"", ""parents""]",tst
PersonX makes PersonX's parents proud,"[""pride"", ""acceptance""]",[],[],[],"[""gains a loving experience"", ""gains a sense of accomplishment""]",[],[],[],[],"[""makes"", ""parents""]",tst
PersonX makes PersonX's parents proud,[],[],"[""to celebrate"", ""to rejoice""]",[],[],[],"[""none""]",[],"[""to do something good"", ""to feel happy""]","[""makes"", ""parents""]",tst
PersonX makes PersonX's parents proud,[],[],"[""to take pride"", ""to brag about PersonX""]",[],[],[],"[""none""]",[],"[""to be praised"", ""to show success""]","[""makes"", ""parents""]",tst
PersonX makes PersonX's parents proud,[],[],[],"[""excited"", ""joyful""]",[],[],[],[],[],"[""makes"", ""parents""]",tst
PersonX makes PersonX's parents proud,[],[],[],"[""accomplished"", ""successful""]",[],[],[],[],[],"[""makes"", ""parents""]",tst
PersonX makes PersonX's parents proud,[],[],[],"[""approved"", ""studious""]",[],[],[],[],[],"[""makes"", ""parents""]",tst
PersonX gets PersonY's something special,[],"[""surprised"", ""grateful""]",[],[],[],"[""to make persony happy"", ""to show affection""]",[],"[""good about themselves"", ""happy""]",[],"[""gets"", ""something""]",tst
PersonX gets PersonY's something special,[],"[""suprised""]",[],[],[],"[""to give happiness""]",[],"[""grateful""]",[],"[""gets"", ""something""]",tst
PersonX gets PersonY's something special,[],"[""loved"", ""appreciated""]",[],[],[],"[""to make y happy""]",[],"[""giving""]",[],"[""gets"", ""something""]",tst
PersonX gets PersonY's something special,"[""blushes"", ""becomes happier""]",[],[],[],"[""gets thanked"", ""gets a gift in return""]",[],[],[],[],"[""gets"", ""something""]",tst
PersonX gets PersonY's something special,"[""PersonY smiles"", ""PersonY blushes""]",[],[],[],"[""gets thanked"", ""gets hugged""]",[],[],[],[],"[""gets"", ""something""]",tst
PersonX gets PersonY's something special,[],[],"[""give thanks"", ""give a hug""]",[],[],[],"[""go shopping"", ""choose a nice item""]",[],"[""meet with the person"", ""give them the gift""]","[""gets"", ""something""]",tst
PersonX gets PersonY's something special,[],[],"[""to open the gift"", ""thank PersonX for the gift""]",[],[],[],"[""ask what PersonY likes"", ""go to the store"", ""purchase the gift""]",[],"[""wrap the gift"", ""give the gift to PersonY"", ""watch PersonY open the gift""]","[""gets"", ""something""]",tst
PersonX gets PersonY's something special,[],[],"[""to accept his love"", ""to marry him""]",[],[],[],"[""to know about his tastes"", ""to collect money for it""]",[],"[""to gift it to him"", ""to express his love""]","[""gets"", ""something""]",tst
PersonX gets PersonY's something special,[],[],[],"[""thoughtful"", ""generous""]",[],[],[],[],[],"[""gets"", ""something""]",tst
PersonX gets PersonY's something special,[],[],[],"[""thoughtful"", ""caring""]",[],[],[],[],[],"[""gets"", ""something""]",tst
PersonX gets PersonY's something special,[],[],[],"[""appreciative"", ""nice""]",[],[],[],[],[],"[""gets"", ""something""]",tst
PersonX plays PersonY's new game,[],"[""ok"", ""happy"", ""hopeful""]",[],[],[],"[""think about buying it"", ""to see what it is like"", ""to play together""]",[],"[""ok"", ""happy"", ""hopeful""]",[],"[""plays"", ""new""]",tst
PersonX plays PersonY's new game,[],"[""none""]",[],[],[],"[""to try a different game""]",[],"[""interested and happy""]",[],"[""plays"", ""new""]",tst
PersonX plays PersonY's new game,"[""none""]",[],[],[],"[""Gets happy"", ""Feels tired""]",[],[],[],[],"[""plays"", ""new""]",tst
PersonX plays PersonY's new game,"[""Shows X rules"", ""Beats X""]",[],[],[],"[""Wins the game"", ""Quits out of confusion""]",[],[],[],[],"[""plays"", ""new""]",tst
PersonX plays PersonY's new game,"[""none""]",[],[],[],"[""needs physical effort"", ""need mental effort""]",[],[],[],[],"[""plays"", ""new""]",tst
PersonX plays PersonY's new game,[],[],"[""none""]",[],[],[],"[""to buy the new game"", ""to read reviews of the new game""]",[],"[""to finish all stages of the new games"", ""to invite their friends to play with them""]","[""plays"", ""new""]",tst
PersonX plays PersonY's new game,[],[],"[""to take Y to a restaurant to gloat."", ""to run away from Y as fast as possible.""]",[],[],[],"[""none""]",[],"[""to celebrate that X won the game over Y."", ""to punch Y in the mouth for winning the game because he cheated.""]","[""plays"", ""new""]",tst
PersonX plays PersonY's new game,[],[],"[""to play games with PersonX"", ""to beat PersonX""]",[],[],[],"[""to borrow PersonY's new game"", ""to steal PersonY's new game""]",[],"[""to play games with PersonY"", ""to beat PersonY""]","[""plays"", ""new""]",tst
PersonX plays PersonY's new game,[],[],[],"[""inqusitive"", ""curios"", ""playful""]",[],[],[],[],[],"[""plays"", ""new""]",tst
PersonX plays PersonY's new game,[],[],[],"[""ludopathic"", ""bored""]",[],[],[],[],[],"[""plays"", ""new""]",tst
PersonX plays PersonY's new game,[],[],[],"[""adventurous"", ""talented""]",[],[],[],[],[],"[""plays"", ""new""]",tst
PersonX plays PersonY's new game,[],[],[],"[""fun"", ""interested"", ""curious""]",[],[],[],[],[],"[""plays"", ""new""]",tst
PersonX improves PersonX's grades,[],"[""none""]",[],[],[],"[""to do well in school"", ""to succeed""]",[],"[""accomplished"", ""happy""]",[],"[""improves"", ""grades""]",tst
PersonX improves PersonX's grades,[],"[""none""]",[],[],[],"[""get good grades""]",[],"[""determined""]",[],"[""improves"", ""grades""]",tst
PersonX improves PersonX's grades,[],"[""proud""]",[],[],[],"[""to get into a good college""]",[],"[""satisfied"", ""proud""]",[],"[""improves"", ""grades""]",tst
PersonX improves PersonX's grades,"[""none""]",[],[],[],"[""gets accepted to college"", ""gains knowledge""]",[],[],[],[],"[""improves"", ""grades""]",tst
PersonX improves PersonX's grades,"[""Person X's parents congratulate X."", ""Person X's teacher appreciates X's effort.""]",[],[],[],"[""They get smarter."", ""They improve their chances of getting into college.""]",[],[],[],[],"[""improves"", ""grades""]",tst
PersonX improves PersonX's grades,[],[],"[""none""]",[],[],[],"[""study"", ""receive tutoring""]",[],"[""to apply to college"", ""apply for a job""]","[""improves"", ""grades""]",tst
PersonX improves PersonX's grades,[],[],"[""none""]",[],[],[],"[""attend school"", ""study""]",[],"[""graduate"", ""apply to college""]","[""improves"", ""grades""]",tst
PersonX improves PersonX's grades,[],[],[],"[""secretive"", ""furtive""]",[],[],[],[],[],"[""improves"", ""grades""]",tst
PersonX improves PersonX's grades,[],[],[],"[""hard-working"", ""intelligent""]",[],[],[],[],[],"[""improves"", ""grades""]",tst
PersonX improves PersonX's grades,[],[],[],"[""Dedicated"", ""Hardworking""]",[],[],[],[],[],"[""improves"", ""grades""]",tst
PersonX pierces PersonX's ears,[],"[""none""]",[],[],[],"[""to wear earrings"", ""to be like everyone else"", ""to show off""]",[],"[""pain"", ""satisfied"", ""numb""]",[],"[""pierces"", ""ears""]",tst
PersonX pierces PersonX's ears,[],"[""none""]",[],[],[],"[""they wanted to wear earrings.""]",[],"[""accomplished""]",[],"[""pierces"", ""ears""]",tst
PersonX pierces PersonX's ears,[],"[""none""]",[],[],[],"[""to wear earrings""]",[],"[""sore"", ""happy""]",[],"[""pierces"", ""ears""]",tst
PersonX pierces PersonX's ears,"[""none""]",[],[],[],"[""winces"", ""bleeds""]",[],[],[],[],"[""pierces"", ""ears""]",tst
PersonX pierces PersonX's ears,"[""none""]",[],[],[],"[""has pierced ears"", ""ears bleed for a bit""]",[],[],[],[],"[""pierces"", ""ears""]",tst
PersonX pierces PersonX's ears,[],[],[],[],[],[],"[""go to the doctor"", ""get a needle ready""]",[],[],"[""pierces"", ""ears""]",tst
PersonX pierces PersonX's ears,[],[],[],[],[],[],"[""to go to a store that does piercing"", ""to  buy earings""]",[],[],"[""pierces"", ""ears""]",tst
PersonX pierces PersonX's ears,[],[],[],[],[],[],"[""clean the ear lobes"", ""to buy a piercing gun""]",[],[],"[""pierces"", ""ears""]",tst
PersonX pierces PersonX's ears,[],[],"[""none""]",[],[],[],[],[],"[""to buy earings."", ""to put on his earings.""]","[""pierces"", ""ears""]",tst
PersonX pierces PersonX's ears,[],[],"[""none""]",[],[],[],[],[],"[""to apply cream on it"", ""to get photgraphed""]","[""pierces"", ""ears""]",tst
PersonX pierces PersonX's ears,[],[],[],"[""hurt"", ""determined""]",[],[],[],[],[],"[""pierces"", ""ears""]",tst
PersonX pierces PersonX's ears,[],[],[],"[""determined"", ""fashionable""]",[],[],[],[],[],"[""pierces"", ""ears""]",tst
PersonX pierces PersonX's ears,[],[],[],"[""daring"", ""confident"", ""skilled""]",[],[],[],[],[],"[""pierces"", ""ears""]",tst
PersonX pierces PersonY's ears,[],"[""pain""]",[],[],[],"[""them to have earrings""]",[],"[""happy""]",[],"[""pierces"", ""ears""]",tst
PersonX pierces PersonY's ears,[],"[""happy"", ""grateful""]",[],[],[],"[""to be helpful""]",[],"[""generous"", ""accomplished""]",[],"[""pierces"", ""ears""]",tst
PersonX pierces PersonY's ears,[],"[""scared"", ""nervous"", ""grateful""]",[],[],[],"[""to be helpful"", ""persony to wear earrings""]",[],"[""helpful"", ""proud""]",[],"[""pierces"", ""ears""]",tst
PersonX pierces PersonY's ears,"[""none""]",[],[],[],"[""cuts finger"", ""needs stitches""]",[],[],[],[],"[""pierces"", ""ears""]",tst
PersonX pierces PersonY's ears,[],[],"[""to yell at PersonX"", ""to run after PersonX""]",[],[],[],"[""to find PersonY"", ""to turn the volume all the way up""]",[],"[""to annoy PersonY"", ""to run away""]","[""pierces"", ""ears""]",tst
PersonX pierces PersonY's ears,[],[],"[""to be able to wear earrings"", ""to be fashionable""]",[],[],[],"[""has a piercing tool"", ""to have earrings""]",[],"[""to do a good job"", ""to satisfy customer""]","[""pierces"", ""ears""]",tst
PersonX pierces PersonY's ears,[],[],"[""To look in a mirror"", ""to show off their new earrings""]",[],[],[],"[""Sterilize persony's ears"", ""get out their piercing tool""]",[],"[""to clean the ear"", ""to get paid""]","[""pierces"", ""ears""]",tst
PersonX pierces PersonY's ears,[],[],[],"[""helpful"", ""skilled"", ""effective""]",[],[],[],[],[],"[""pierces"", ""ears""]",tst
PersonX pierces PersonY's ears,[],[],[],"[""skilled"", ""experienced""]",[],[],[],[],[],"[""pierces"", ""ears""]",tst
PersonX pierces PersonY's ears,[],[],[],"[""talented"", ""compliant""]",[],[],[],[],[],"[""pierces"", ""ears""]",tst
PersonX pumps PersonX's gas,[],"[""none""]",[],[],[],"[""to fill up his car""]",[],"[""broke"", ""ready to go""]",[],"[""pumps"", ""gas""]",tst
PersonX pumps PersonX's gas,[],"[""none""]",[],[],[],"[""to fill up the car""]",[],"[""relieved""]",[],"[""pumps"", ""gas""]",tst
PersonX pumps PersonX's gas,"[""none""]",[],[],[],"[""none""]",[],[],[],[],"[""pumps"", ""gas""]",tst
PersonX pumps PersonX's gas,"[""none""]",[],[],[],"[""smells the fumes"", ""hears a horn""]",[],[],[],[],"[""pumps"", ""gas""]",tst
PersonX pumps PersonX's gas,"[""none""]",[],[],[],"[""gets dirt on their hands"", ""breathes some fresh air""]",[],[],[],[],"[""pumps"", ""gas""]",tst
PersonX pumps PersonX's gas,[],[],"[""to greet X with  kiss (Y)."", ""to yell at X for being late (boss at work).""]",[],[],[],"[""to open up his gas tank."", ""to pay the cashier."", ""swipe his credit card.""]",[],"[""to drive out to his girlfriend's."", ""to drive to work."", ""to go home.""]","[""pumps"", ""gas""]",tst
PersonX pumps PersonX's gas,[],[],"[""none""]",[],[],[],"[""to get in the car"", ""to want to speed up""]",[],"[""to speed up"", ""to get somewhere"", ""to park the car""]","[""pumps"", ""gas""]",tst
PersonX pumps PersonX's gas,[],[],"[""none""]",[],[],[],"[""none""]",[],"[""to pump his gas"", ""he wants to help other person""]","[""pumps"", ""gas""]",tst
PersonX pumps PersonX's gas,[],[],[],"[""helpful"", ""accomodating""]",[],[],[],[],[],"[""pumps"", ""gas""]",tst
PersonX pumps PersonX's gas,[],[],[],"[""competent"", ""responsible""]",[],[],[],[],[],"[""pumps"", ""gas""]",tst
PersonX pumps PersonX's gas,[],[],[],"[""helpful"", ""chivalrous""]",[],[],[],[],[],"[""pumps"", ""gas""]",tst
PersonX represents PersonX's country,[],"[""none""]",[],[],[],"[""to be a diplomat.""]",[],"[""happy.""]",[],"[""represents"", ""country""]",tst
PersonX represents PersonX's country,[],"[""proud"", ""happy"", ""valued""]",[],[],[],"[""none""]",[],"[""good about themselves"", ""proud"", ""important""]",[],"[""represents"", ""country""]",tst
PersonX represents PersonX's country,[],"[""supported""]",[],[],[],"[""to support their country""]",[],"[""proud"", ""strong""]",[],"[""represents"", ""country""]",tst
PersonX represents PersonX's country,"[""Learns about PersonX's country"", ""Has opinion on PersonX's country""]",[],[],[],"[""Gets attention"", ""Has authority""]",[],[],[],[],"[""represents"", ""country""]",tst
PersonX represents PersonX's country,"[""become disatisfied"", ""get new laws""]",[],[],[],"[""gets overwhelmed"", ""gets many requests""]",[],[],[],[],"[""represents"", ""country""]",tst
PersonX represents PersonX's country,[],[],"[""none""]",[],[],[],"[""none""]",[],"[""to wear person X's countries symbols"", ""to answer questions related to person X's country""]","[""represents"", ""country""]",tst
PersonX represents PersonX's country,[],[],[],"[""Leader"", ""Confonts""]",[],[],[],[],[],"[""represents"", ""country""]",tst
PersonX represents PersonX's country,[],[],[],"[""nationalistic"", ""confident""]",[],[],[],[],[],"[""represents"", ""country""]",tst
PersonX represents PersonX's country,[],[],[],"[""responsible"", ""patriotic""]",[],[],[],[],[],"[""represents"", ""country""]",tst
PersonX sees PersonX's crush,[],"[""uncertain.""]",[],[],[],"[""to see her.""]",[],"[""nervous.""]",[],"[""sees"", ""crush""]",tst
PersonX sees PersonX's crush,[],"[""none""]",[],[],[],"[""none""]",[],"[""nervous"", ""flirty""]",[],"[""sees"", ""crush""]",tst
PersonX sees PersonX's crush,"[""none""]",[],[],[],"[""Smiles"", ""Gets teased""]",[],[],[],[],"[""sees"", ""crush""]",tst
PersonX sees PersonX's crush,"[""They wave to personX"", ""They go over and have a chat with personX""]",[],[],[],"[""They hid feeling a bit embarrassed"", ""They watch from a distance and pine of their crush"", ""They wave and go over to them"", ""They say hello""]",[],[],[],[],"[""sees"", ""crush""]",tst
PersonX sees PersonX's crush,[],[],"[""to have fun"", ""to enjoy the day""]",[],[],[],"[""to call her"", ""to invite her""]",[],"[""to go for an outing"", ""to go for a date""]","[""sees"", ""crush""]",tst
PersonX sees PersonX's crush,[],[],"[""none""]",[],[],[],"[""none""]",[],"[""say hello"", ""make a good impression""]","[""sees"", ""crush""]",tst
PersonX sees PersonX's crush,[],[],"[""to reject Person X's advances"", ""to avoid Person X.""]",[],[],[],"[""go to a party"", ""get out of the house.""]",[],"[""to call PersonX's crush"", ""to date her.""]","[""sees"", ""crush""]",tst
PersonX sees PersonX's crush,[],[],[],"[""in love"", ""smitten""]",[],[],[],[],[],"[""sees"", ""crush""]",tst
PersonX sees PersonX's crush,[],[],[],"[""aware"", ""present""]",[],[],[],[],[],"[""sees"", ""crush""]",tst
PersonX sees PersonX's crush,[],[],[],"[""optimistic"", ""desirous"", ""awkward""]",[],[],[],[],[],"[""sees"", ""crush""]",tst
PersonX buys PersonX's own house,[],"[""none""]",[],[],[],"[""to start a new life"", ""be in a different environment""]",[],"[""optimistic"", ""excited to start to a new chapter in the lives""]",[],"[""buys"", ""house""]",tst
PersonX buys PersonX's own house,[],"[""none""]",[],[],[],"[""to have a home""]",[],"[""content""]",[],"[""buys"", ""house""]",tst
PersonX buys PersonX's own house,[],"[""none""]",[],[],[],"[""to live on their own""]",[],"[""successful""]",[],"[""buys"", ""house""]",tst
PersonX buys PersonX's own house,"[""none""]",[],[],[],"[""pays bills"", ""gets robbed""]",[],[],[],[],"[""buys"", ""house""]",tst
PersonX buys PersonX's own house,"[""none""]",[],[],[],"[""roof collapses"", ""toilet breaks"", ""refrigerator dies""]",[],[],[],[],"[""buys"", ""house""]",tst
PersonX buys PersonX's own house,"[""none""]",[],[],[],"[""signs the title"", ""moves in""]",[],[],[],[],"[""buys"", ""house""]",tst
PersonX buys PersonX's own house,[],[],"[""none""]",[],[],[],"[""look at houses"", ""save money""]",[],"[""move in"", ""enjoy the space""]","[""buys"", ""house""]",tst
PersonX buys PersonX's own house,[],[],"[""none""]",[],[],[],"[""to get a mortgage"", ""to move in""]",[],"[""to unpack"", ""to invite people over""]","[""buys"", ""house""]",tst
PersonX buys PersonX's own house,[],[],"[""to help them unpack"", ""to tell them congratulations""]",[],[],[],"[""to save money"", ""to find a house""]",[],"[""to unpack their things"", ""to decorate the house""]","[""buys"", ""house""]",tst
PersonX buys PersonX's own house,[],[],[],"[""Financially Sound"", ""Content""]",[],[],[],[],[],"[""buys"", ""house""]",tst
PersonX buys PersonX's own house,[],[],[],"[""proud"", ""content""]",[],[],[],[],[],"[""buys"", ""house""]",tst
PersonX sees PersonY's crush,[],"[""none""]",[],[],[],"[""none""]",[],"[""indifferent""]",[],"[""sees"", ""crush""]",tst
PersonX sees PersonY's crush,[],"[""none""]",[],[],[],"[""none""]",[],"[""sad"", ""happy"", ""worried""]",[],"[""sees"", ""crush""]",tst
PersonX sees PersonY's crush,"[""says Hi"", ""returns the handshake""]",[],[],[],"[""greets the person"", ""shakes hands""]",[],[],[],[],"[""sees"", ""crush""]",tst
PersonX sees PersonY's crush,"[""Person Y's crush waves"", ""Person Y gives the finger""]",[],[],[],"[""Person X says hi"", ""Person X whistles""]",[],[],[],[],"[""sees"", ""crush""]",tst
PersonX sees PersonY's crush,[],[],"[""to say hi"", ""to ignore PersonX""]",[],[],[],"[""none""]",[],"[""to say hi"", ""to ignore the crush""]","[""sees"", ""crush""]",tst
PersonX sees PersonY's crush,[],[],"[""to make plans"", ""to hang out""]",[],[],[],"[""none""]",[],"[""to say hello"", ""to exchange numbers""]","[""sees"", ""crush""]",tst
PersonX sees PersonY's crush,[],[],"[""none""]",[],[],[],"[""none""]",[],"[""talk to them"", ""tell PersonY"", ""hit on them""]","[""sees"", ""crush""]",tst
PersonX sees PersonY's crush,[],[],[],"[""cautious"", ""apprehensive""]",[],[],[],[],[],"[""sees"", ""crush""]",tst
PersonX sees PersonY's crush,[],[],[],"[""aware"", ""engaged""]",[],[],[],[],[],"[""sees"", ""crush""]",tst
PersonX sees PersonY's crush,[],[],[],"[""observant"", ""aware""]",[],[],[],[],[],"[""sees"", ""crush""]",tst
PersonX finds PersonX's car,[],"[""none""]",[],[],[],"[""to drive the car"", ""to recover a misplaced item""]",[],"[""productive"", ""relieved""]",[],"[""finds"", ""car""]",tst
PersonX finds PersonX's car,[],"[""none""]",[],[],[],"[""to leave the store""]",[],"[""ready to go home""]",[],"[""finds"", ""car""]",tst
PersonX finds PersonX's car,[],"[""none""]",[],[],[],"[""to drive it.""]",[],"[""happy.""]",[],"[""finds"", ""car""]",tst
PersonX finds PersonX's car,"[""none""]",[],[],[],"[""sighs in relief"", ""expresses gratitude""]",[],[],[],[],"[""finds"", ""car""]",tst
PersonX finds PersonX's car,"[""none""]",[],[],[],"[""sighs in relief"", ""smiles""]",[],[],[],[],"[""finds"", ""car""]",tst
PersonX finds PersonX's car,"[""none""]",[],[],[],"[""smiles"", ""can go home""]",[],[],[],[],"[""finds"", ""car""]",tst
PersonX finds PersonX's car,[],[],"[""none""]",[],[],[],"[""eye"", ""key""]",[],"[""car"", ""fuel""]","[""finds"", ""car""]",tst
PersonX finds PersonX's car,[],[],"[""none""]",[],[],[],"[""to walk around the parking lot"", ""remember where they parked""]",[],"[""unlock the car"", ""drive home""]","[""finds"", ""car""]",tst
PersonX finds PersonX's car,[],[],[],"[""decisive"", ""thoughtful"", ""observant""]",[],[],[],[],[],"[""finds"", ""car""]",tst
PersonX finds PersonX's car,[],[],[],"[""resourceful"", ""rich"", ""explorer""]",[],[],[],[],[],"[""finds"", ""car""]",tst
PersonX finds PersonX's car,[],[],[],"[""a searcher"", ""a hunter""]",[],[],[],[],[],"[""finds"", ""car""]",tst
PersonX meets the love of PersonX's life,[],"[""happy"", ""enamored""]",[],[],[],"[""none""]",[],"[""enamored"", ""happy""]",[],"[""meets"", ""love""]",tst
PersonX meets the love of PersonX's life,[],"[""also happy"", ""also good about themselves"", ""also in love""]",[],[],[],"[""none""]",[],"[""happy"", ""good about themselves"", ""in love""]",[],"[""meets"", ""love""]",tst
PersonX meets the love of PersonX's life,[],"[""happy""]",[],[],[],"[""to meet his love""]",[],"[""happy""]",[],"[""meets"", ""love""]",tst
PersonX meets the love of PersonX's life,"[""none""]",[],[],[],"[""buys a ring"", ""proposes"", ""gets married"", ""moves in together""]",[],[],[],[],"[""meets"", ""love""]",tst
PersonX meets the love of PersonX's life,[],[],"[""to hopefully go on a date with person x"", ""to hopefully marry person x""]",[],[],[],"[""none""]",[],"[""to ask the other person on a date"", ""to ask the other person to marry them""]","[""meets"", ""love""]",tst
PersonX meets the love of PersonX's life,[],[],"[""none""]",[],[],[],"[""to go to the party"", ""to mingle""]",[],"[""to get a phone number"", ""to call the love of his life""]","[""meets"", ""love""]",tst
