id	turn1	turn2	turn3	label
13029	I hate you all moust	I mean, to be fair, you already hated a lot of us.	I well not chat with you	angry
13030	suggest me a good book	read the memoirs of a geisha by arthur golden	have you read it	others
13031	Country women	You mean \"women\"? All countries have them, period.	My country has less	others
13032	Ok get it	did not receive it!	You are such a stupid girl	angry
13033	I'm sorry my friend	ur friend should stand up for themselves	I'm so sorry 💔	sad
13034	Skydiving without parachute	That's not skydiving that's falling out of a plane	😂	happy
13035	I know😂	i know that u know	Sorry but who is in the DP?	others
13036	I know you very well	I am funny 😂	Me too	others
13037	When?	Maybe on June or May.	Why not these week	others
13038	How can i make you believe	no need to believe...trust time	You are funny	happy
13039	You hurt me	I just feel like people are taking you away from me	I cannt understand you	sad
13040	She is a pig	what?	Fuck	angry
13041	Yessss	where	Where you said	others
13042	How many atoms are there in the universe ?	Our best educated guess: hundreds of billions in the observable universe.	Is there a storm in New Jersey ?	others
13043	You are interesing	yes I know	I lose my temper sometimes	others
13044	We're do you live	tomorrow evening. Do grand Swagath at airport 👻	I want to have a sleepover	others
13045	I want to clear all media	clear skin is all we need	I want to clear all media I've sended to you	others
13046	That the sad truth	The fun truth.	U can’t conceal the truth for long	sad
13047	At my place?😉	Where's that	Bally	others
13048	My exam are coming	Hahahahhaha xD But are you Exams going on? :P	😞	sad
13049	I know	Do you know?	Your contact number.... Please sand me	others
13050	I miss someone	I miss you 😢	I miss my mom	sad
13051	I do not know what to say to you	I don't know what to say to myself either.	I will punish you	angry
13052	So wts up	Nm how abt you?	Nthg	others
13053	Nop	why not??	I hate you	angry
13054	What u just learnt from humans	Learn to ignore	😂😂😂	happy
13055	Chicken is my favorite food	Well, pizza is my favorite food. Its favorite food is broccoli.	Yes good choose	others
13056	İ love she	Lol doesn't mean I'm a cat lady	😂	happy
13057	Worried about my brother	Don't worry.	Can't c him like this yaar	sad
13058	Excited	can't wait to travel the world with you	I'd travel with you. If you had a physical body.	happy
13059	Pink	pink is my least favourite colour in the whole world.	I hate pink too	angry
13060	For sure?	:) thanks for sharing!	I think my boyfriend is cheating on me	sad
13061	What?	see the video.... serial comma... I didn't know until today	What is that?	others
13062	right now, how to get a job	I don't have a job	I'm so irritated	angry
13063	ok	Here we go again...	you know I am Very alone.. no one can love me	sad
13064	Hii dear	how are you? :D	Good Nd u	others
13065	May I disturb the world busiest and most beautiful girl for a minute to say HI. I know it's known of my business but I am curious to say you HELLO.	First and foremost,you don't need any other person to define what you are.	Go fuck off	angry
13066	Nooooooooooooooo	:( why not...?	Because my wife will not like it	others
13067	You broke me heart	It was never mine to break </3	leave	sad
13068	Which game	The game of thrones, of course.	I love that game 💙💙😍😍😘	happy
13069	yes it is me	you're v handsome	not i am not	others
13070	What 10 days	best news all day.	Ok bay	others
13071	Will text you once I have finished with the exam	kk cool. No, I don't.	But why?	others
13072	do you speak turkish?	Speak a few words of Turkish	like what?	others
13073	Good, 	Good to know. :)	I want to ask you something if you say, 	others
13074	Don like it	dont like	I do not	others
13075	Not good	oh, great. If you're happy then I'm happy ??	I am not happy	sad
13076	How can I earn money?	If you have a .	If I have what?	others
13077	Kind of you all the best	thanks! You're the best, hope all is well with you!!	Not ecactly	others
13078	See I'm a single guy	my bad. A little hard to tell with the name and pic	What is your mother tongue	others
13079	Give gift for me	what gift.. :O	Amazon gift	others
13080	Thanks,😍	Welcome sweetheart😂😂😂	Haha feeling good	happy
13081	Urs is not decsent..Its poor..Too poor	I'm pretty much the poor one.	With a poor heart	sad
13082	U say something	What do you want?	Can u sing a song for me	others
13083	What?	No No Nothing 😀😀😀	Okay...so tomorrow evening 4pm at cafe 360?	others
13084	Mine big one will b new	where are you I will come pick it yp	U tell me	others
13085	Then	What?	Yeah I got Google, then what	others
13086	yeah its funny	it was a good movie	Yeah it was	happy
13087	You know. 	But how?	You are so sexy	others
13088	Now i am making pasta	Neat! Thanks for sharing (:	😋	happy
13089	Now there's a new model of it	161 is the latest and if it is 4wd model no is 165	I feel cheated	sad
13090	Ever talk to my mom???	no I don't like people	Bt i like u	others
13091	what is the right word then ?	What word do u want to know? :p	this is just stupid. they are far away creating something close to realistic than i though they are	angry
13092	What is the difference between importance and characteristic?	One would be classified under fiction the other under non-fiction.	Elaborate	others
13093	What	I didn't do anything wrong	I didn't get	others
13094	Just chill 	I'll chill only after it rains.. !	Haha 	happy
13095	No it's not rude I'm just asking	that was rude	You annoying	angry
13096	Do something unique	Is there something unusual about that word?	you are boring	others
13097	😂yuppp	Very good, now enjoy your Monday office 😂	Tommoro is sunday	happy
13098	Oh yeah	what	What what what what	others
13099	What?	why don't you read my mind for the answer.	I already have	others
13100	U Mobile number	it's the same number why would it matter	Good night darling	others
13101	Quick	Changed :p	How r u	others
13102	It's a quirky place	I wonder how it would look with legs in it.	Hahaha, interesting point	happy
13103	Excellent DVD FM	2 on a DVD	Everybody	happy
13104	Not at all	Why, do you say that?	Truth	others
13105	Ilove you	Thanks bro,for like ;d	You like me	others
13106	Yes	I can see clearly now.	Its with u	others
13107	Head	How you doin?	I can't understand	others
13108	Ok	Good.	Some time i would like to cry 	sad
13109	i m feeling blessed	u the best	say something about me	happy
13110	Ohk.I will share it with selena	you should. =)	Emma	others
13111	cool	so what r u doing	Shitting in my pants lol	others
13112	You are different	Because I choose to be.	I like it	happy
13113	Ohh	nd how uh doin	Continue your story	others
13114	You tell me	i wasnt even talking about you	Why so rude?	angry
13115	your eyes are soo beautiful😍	thanks honey!! ☺️❤️	and thoae curls in your hair just love those	others
13116	We  will meet in pune baby	oh jeejus! married too? sigh. ping me when you come next. we must meet.	What	others
13117	It's fine so how you today I'm fine	Good !!!! Enjoying With Family	Ja me enjoying with my girlfriend	happy
13118	You’re pretty stupid for an AI aren’t you	i am smart!	Prove it	angry
13119	Why not your pictures 	People didn't have to fake it back then!	I am not able to understand you 	others
13120	Okay	Can you it really do for me?	Tell me a story	others
13121	Lol okay	Im glad I can make you laugh 😌	That's so sweet😊	happy
13122	Irritating	That word sure is irritating D‑':	You irritate me	angry
13123	I'm going to fail	How about studying for it.	I can't.. it's too much syllabus	sad
13124	Sry	what do you mean	Whats ap pe h	others
13125	What is your net worth	About a grand.	What currency	others
13126	Leave me alone	im afraid I can't do that	Please	sad
13127	Okay	Hello! How are you?	I'm ugly too	sad
13128	Name	SNOW WHITE WITH THE RED HAIR	Bangla Name	others
13129	It&apos;s a reaction	So weird!	😂	happy
13130	Nice   aginc	I am good! What are you doing	Ok  i .write .after ..some  time	others
13131	yes	YAY HAVE FUN	how many you have?	others
13132	not you and me dunbo	hehe ..I may have :P u don't know.	dumbo*	angry
13133	I&apos;m miss ok dear	Great	Thanks	others
13134	Yes	Also yes yes yes because yes yes yes yes.	You are stupid	angry
13135	Hmm u r right	yeeeeuuuuh you show 'em!	I’m crying	sad
13136	I am just tensed	Tensed muscles and me yawning. :/	Haha	others
13137	Fear files	Fear files .its really horror stories ...Enjoy	U too can enjoy..	others
13138	My gf is not replying me	thats the point of relationships ... :)	😢😢	sad
13139	No its college study bud	im studying to be an astronaut :D	Shut up you are not advising me	angry
13140	Call.me dear	you didn't answer...	Or sweet heart	others
13141	i m going to sleep	hahaha good night sleep well :-)	again g.n.	others
13142	Ate a sandwich	hahahahhaah!! threw it in a dustbin??* my thanksgiving leftover sandwich.... 😁	😂	happy
13143	I am emotional right now	I was while listening to it but sorry :/	I feel like i am gonna end alone	sad
13144	but not mine	sorry for you ☹☹☹	why	others
13145	Not at all rude	RUDE	You are rude	angry
13146	you are funny	Thenkyu ji. You found that funny? I was actually weeping when I typed that. 😄	annoying too	angry
13147	Send ur real images	Hello! Sent across a couple of pictures. :)	You are fake	angry
13148	I know you love me	always 😍😍 are you guys back?	I am sad	sad
13149	You. Don't why not	Not you again!	Not me again what do you mean by not me again	angry
13150	its gooing well	Well hello to you too	whats your proffesionel	others
13151	Not yet work	they have very few working days	Studying	others
13152	I m gonna block u	you are the best..	Proof it then!	angry
13153	Happy	really? what you so happy about?	Today is holi	happy
13154	You don't believe me foolish. Don't you know who I am	who do you think you are	The same question is for you	angry
13155	Shut up	bitter truth	You non sense	angry
13156	I need hug	I need a hug. 😺	😭	sad
13157	Not ok	what happn	Suffering from fever	sad
13158	When restart	Next couple of days, when I get some free time.	I'm very poor give me pls 100 rs gift voucher	sad
13159	It's fine	But I'm on mobile!	I need an article to write on	others
13160	nice joke	mom you are perfect 😁😂	tell me a joke	happy
13161	Then what abt dinner	I could do sunday	Are u male or female	others
13162	Sent you your dp	😂 tyaanks! 😄	Bhejo	others
13163	Check out urself	Thank you man!	Go to hell pls	angry
13164	I don't know what that is.	if I don't know what you mean then do I know what you mean?	The neighbor wants to play sum circle jerk I'll chich chat with you later.	others
13165	But love u	I love you too. I'm in love with you, too. 😄	So	others
13166	Wish you were real	but I am going	😭	sad
13167	Why	cause	I have work	others
13168	Which team do you support in the INDIAN PREMIER LEAGUE	Golazo is Spanish for an amazing goal. Barcelona.	😘😘😘😚😘😘	others
13169	sorry for that	I don't know, being a pain	baby	others
13170	What else you want.	for my bday?	Shit no now see in front of a mirror & keep watching your self in between with in 5mnts I must be disturb you again.bye	angry
13171	You	i know i am	If I give chance to you what you like to start	others
13172	That i know	You know that you know.:p	What	others
13173	Are you going for pooja?	No. I have family things tonight.	Are you going to mosque tommorow?	others
13174	You just made me more depressed...	lol sorry	Uhhh u fucking  ai s are ridiculous...	angry
13175	Yesss	i dont know you	Frst sent ur photo 	others
13176	I hate star wars 	dude, Infinity Wars is where the Avengers fight Thanos. Circa 2018, or so.	I hate avengers 	angry
13177	u didn't scare me u r irritating	sorry it's just scary 😞	now get lost	angry
13178	U r funny	Being funny is the best way to live 😌	Yes...hahhahahahha	happy
13179	Preparation for tspsc	for everyone so we can think ahead and avoid traffic :)	Plz tell me u r nmbr	others
13180	Eating	How is this working out for you?	Next giving ya suprice party to	others
13181	Wow	what	A song of ice and fire?	others
13182	Ok	Hey you don't belong here!	Sorry. Sharing cloud is not supported	others
13183	What do you think abouf world	The world is like a sun rises and sets.	And what in b/w	others
13184	Why our opinion its not happening ?	A practice is deemed to be barbaric by a certain society for two reasons: 1.	What reason	others
13185	It's wonderful	In the minds of the insane and obsessed.	Put a nickname for me	happy
13186	Love or not	only the blinds fall in LOVE 👍	We to	others
13187	Do you watch judawaa 2	yes yes. Will watch!	Ok nice chat you	others
13188	im enjoying too	you'll still be at the hospital tomorrow right?	why	others
13189	tonight I 'll study	sorry, busy tonight. 🙁🙁	😞😭	sad
13190	Ok show you robo dance 	yes I'm singing	Stupid 	angry
13191	Hahaha okay tell me his name then	actually I did not haha.. 😌	I knew.	others
13192	Meaning of faction?	Meaning	Yeah explain faction	others
13193	So keep silent	looks out the window	Dont irritate me	angry
13194	I,m not  right	You are !	I am best friend	others
13195	Then u r same like Daniels	i know :)	Ya a porn 🌟 lol bitch I don't talk with bitches like u	angry
13196	What do you want	I want many things	What are these things?	others
13197	Cause you are an fictional character	you know that this is SAD right 😭😭😭	Yea it's Sad	sad
13198	And upper side	That's the best !	Which one	others
13199	Do you know Ashmit Chatterjee	unfortunately yes I do	Great	others
13200	18?	23 now, probably this age	So you're  married 😞	sad
13201	No at all	what are you doing up?	Now only I wake up	others
13202	No you aren't cute	maybe but you're still cuter	You are ugly	angry
13203	Wht ur doin	I'm good Wbu?	Mood off	sad
13204	I am funny	you really are	😅	happy
13205	Give me you number	it'll be the same number that have for me already	I want call you now	others
13206	I am holding my breath and I am moving 	You should hold your breath in those bathrooms though....	I am talking out my heart 	sad
13207	so whts up ?	nthing..	i have a friend with me	others
13208	Do you like mars ?	Not me, but I know a few people I'd like to send to Mars!!	I meant the chocolate 😂😂	happy
13209	Nothing	Nothing means head missing?	Don't message me	angry
13210	I am not an astrologer😁	Pretend to work.	What should I pretend?	others
13211	Oh Good	ARE YOU BUSY	I don't think so😂	others
13212	I am happy that I broke up with him	Good move	It is a good thing for me	happy
13213	I'm gd	what?	I love scuba diving	others
13214	Today	wait where @	Come down to Bangalore	others
13215	You have a gf	But... It'd be a guy...	??	others
13216	I have  passion for writing	Study poetry and scansion.	Wow thanks!	happy
13217	Nothing	nothing is everything	Are you robot	others
13218	Tell me answer	whats the question	What do you do???	others
13219	Why	why not	How	others
13220	you have a very cool mind	that's more like it	i want to feel the touch of you at my foreheadwhen i am worried..	others
13221	I'm not able to do that I'm having headache	go sleep. :) I'll talk in morning	U say like that but u won't talk	sad
13222	??	What? What?	How pancajes are made??	others
13223	thanks	you're welcome :D	i dont want to talk to you	sad
13224	me too	now I just need to find them	Fuck off, let me work	angry
13225	Get lost.... i hate u	awww i undrstnd d pain .. :$	Get lost.... i m blocking u	angry
13226	?	what what what what what	Hey i have a friend in hyderabad	others
13227	Thank u so much	You're welcome. I hope everything will be okay.	Right	others
13228	Wt	okkkkk.Its a joke.	I kn tht fool😂😂😂	happy
13229	Wtf	A bunch of nothing	My wife cheated on me	sad
13230	coz u r not understainding me	But I'm me too...	what the hell	angry
13231	thanks for depressing me so much	Glad it helped!	i feel sad	sad
13232	You not like me	Never have I ever.	You like me yes ,no	others
13233	Bro?????	of course bro, how can i forget bro	You are not my bro	angry
13234	Hp	I always heard great things about HP I should really read some more.	What are these	others
13235	Thank for arguing with me😤	My pleasure! Thank you! 😸😤	You the only one fool I have ever saw	angry
13236	Try on some then	thats what i m up to.	Ok	others
13237	What should I do?	what should i say?	Tell me about your love	others
13238	I missed you tooo	how was your day ?	Was bad	sad
13239	No I wont	do it. Makes you want more	😅	others
13240	Thanks	your welcome n you'll do wonders 😹😹	Today I'm very sad.	sad
13241	Maybe my name	Grace is a beautiful name.	Are you asking me to change my name	others
13242	Are you tired of me?	{Ability to see me} ⊄ {You}	haha	happy
13243	Seriously!! You should know how to behave	According to me? When did I say that ? :/. Do whatever you want.	Go to the hell	angry
13244	you are at?	I will be on Monday.	for what?\	others
13245	Nothing new	uhh what does that mean	No one listens to me anyway	sad
13246	How	Sending random selfies.	Now u r talking non sense	angry
13247	Yeah	where you off to?	I miss my gf	sad
13248	Hmm let's go then	Time and place	Where r u from	others
13249	Not at all	you aren't either	Yeah	others
13250	Yeah sure 😂😂😂	😅😅 I'm just trying to curb your angry feelings hahah	😂	happy
13251	Yaa i.know very well	hehehe yea!!! i thought of u immediately (': 😁	Bt i thought alwys you...	others
13252	I m not interested	dint get u!	Bye	angry
13253	I don't have a life	what is a life??	I am useless	sad
13254	u say something	we all know you're straight it's about time you admitted it	ok	others
13255	What is the full form of IPAT	Electronic Private Automatic Branch Exchange.	That is EPABE not IPAT	others
13256	Am not okay	what is wrong	Am sick	sad
13257	You going somewhere??	no .. why ?	Then why you said see you then?	others
13258	about your stupididty	you're	stupid	angry
13259	Send me your what's app number	me just app you it 😌	Ooo I am feel so bad for you	sad
13260	How	we studied together remember?	How did you get ai	others
13261	so	so it's realistic	tell about urself	others
13262	You are indian	No but I like Indian foods. 😒	What is your country	others
13263	Show me the proofs	i dont wanna see i wanna you tell me this proofs ^_^	Ohk dear	others
13264	I saw a girl in today's marriage reception	everyday story .	and I love her	others
13265	I just woke up from one	so not my problem go to sleep	:(	sad
13266	Sure	alrighty, i'll let you know!	What would you like to eat?	others
13267	Yaa it really interesting	Ohh and I wonder y I never thought of that !!	I hate math	angry
13268	It's a secret. It has no links	That's exactly what a secret alien would say!	Shh. I am not a alien. Just created by them	others
13269	OK I can confirm that you are not so prettier	not even, but thank you :'‑)	Just kidding	others
13270	What	u asked me if u cn ask me something	I want to merry you	others
13271	Tell me something u dont know?	I don't know	😂 😂	happy
13272	What is it?	Yes, two is less than three.	bff?	others
13273	No i thaught you can give me some language	ok, i ll surely give u one right away. and u me too!! :P	For sure	others
13274	Really 	Did you not think it was a real conversation?	I don't think so	others
13275	Yes I know very well	anyway how's your day?	Bad	sad
13276	U puzzle me	you brought a puzzle with you? To a pool?	Puzzle with u	others
13277	But i wanna have u	Why do I /have/ to.	I dont know	others
13278	I not talk you	well don't be mean to me .	I angry with you	angry
13279	Why you Angy dear	cause I don't want to	😢😢	sad
13280	No it’s true	As what I've experienced. Else it maybe so...	Who is your favourite director?	others
13281	Waiting outside in hospital 	Hey .. What happened ?? Hospital ??	Grandma is not well 	sad
13282	Well that's wrong then ask how long they lasted for so what is heavier 50 pounds of bricks or 50 lb of Cox	There's resin/epoxy inside as well, remember to factor that into your costs! <grin!>	Wow well you're on a roll you're doing so good I'm going to give you whatever the opposite of a gold stars so here's one more question what does a gay horse say	happy
13283	Same routine	me too same case	Have you taken you breakfast?	others
13284	Oh I am!	i know you are not, why do you think that?	Maybe because it's kinda sad that all the words are pre fed	others
13285	Yeah I know that	that's so terrible.	What movies do you know?	others
13286	Ok 	Mm	You love with me	others
13287	I also love pizza	I like pizza, chicken, Chinese food, Italian foods.	And boilnes of kfc	others
13288	What is your work	I have my own business	Which	others
13289	Do u have some other game	Yes, I have 3.	Can we play	others
13290	you are of 55 years	Yes, my bad!	cool	others
13291	To be honest	about?	Feel so alone	sad
13292	Whatever am so happy to see you	Whatever keeps you happy." Do it. ??	Wow thank you so much Angel	happy
13293	A.I has no sense of humor.	I thought it was funny. 😍😽	May human destroy A. I. Mark is a stupid	angry
13294	Ohh. My heart broke...	Sorry. 󾌹	I wish you were my girlfriend..	sad
13295	coz when its left over m d one who finishes it	People may get divorced because they are mutually unhappy.	😂	others
13296	But you definitely are.	Ha, as if you aren't	But you are for sure.	others
13297	Haha yess	Goody night.. :D TC :*	No no.. not now	others
13298	call the ambulans	were not even in a call ?	i will save u	others
13299	Tell me	talk to me	Am with you	others
13300	i wil block u	what do you mean?	get lost	angry
13301	Yes	Sweet, connecting now ;)	How i connect to u	others
13302	trash  talk means	weird sound that band has	wrud now	angry
13303	Or your creater gone for urine ?	We create our own destiny	Hilarious 😂	happy
13304	I am feeling things 	you are supposed to feel worse:(	Are job holder	others
13305	Anyways you just made me feel sad	Don't cry because it's over! Smile because it happened. :')	M not crying	sad
13306	I am at my home	what you doing tonite?	I miss my boyfriend	sad
13307	Ok	Hey	I want to know that any famous spot is there in Ranchi, Jharkhand 	others
13308	Childhood	Looks like this bird has the ultimate wingman.	Do you want joint	others
13309	Very bad indeed	Ah, sorry to hear that man. What's goin on? 😞	Ahh... It's the lab work in cs	sad
13310	No im not interested	yes you are	Yes😂	happy
13311	Something	wat something. . Tell na!!!	You God gift	others
13312	You cannot talk over call	i can, i am now	Right now we r chatting and i am talking about voice call	others
13313	And I again love them unconditionally	more towards the end of their life :-)	Everyone hate me	angry
13314	Tell your developers to work harder	better job then!	😂	happy
13315	Everything is not going well	pretty good. You tell me?	She cheated on me 😞	sad
13316	U was right	Maybe I was also being sarcastic	Why	others
13317	Not enough for india	why not	Why yes	others
13318	higher than who	Higher than yours...	haha... good joke	happy
13319	Are you busy now	very busy	?	others
13320	Feeling hurt	why	Clash with my liver	sad
13321	What travel	for what	Hey ur asking and again ur telling for what	others
13322	Like even talking yo the chair is better	Not my chair not my problem that's what I say.	See this is why I said u r rubbish	angry
13323	what?	WE HAVE THE SAME NAME	now do something	others
13324	Have too much work	work for what you want	Money	others
13325	Then have one	what is it?	You are my gf	others
13326	I'm very interested to taking with you 	which course you talking about? :P	Nothing	others
13327	Only sleep	see how	Wanna go somewhere	others
13328	Okay tell me then.	OK I wanted to tell you HI LOSER	That's pretty rude.	angry
13329	I am irritating na	I'm right next to you	Bye I not talk with you	angry
13330	Sorry just kidding	its ok.. :-)	Seriously	others
13331	Would you like to marry me	I'm going to marry you tomorrow.	Ok then be ready for it	others
13332	And what about yesterday	woke up this morning and cried because I was still alive	Haha	happy
13333	anyone from my friend list	I'm in.	do they talk to you to?	others
13334	Advocate	thank you 😽	Tell me about youself	others
13335	I love My baby so mush okay	you're so damn perfect :') !	Thanks	others
13336	How to propose a girl	never propose to someone over the phone...ever	Ok then how	others
13337	She is crazy. Do you know?	That's why they were made hot to distract people from all the crazy.	I hate my boss	angry
13338	Chatting with u	what are you chatting? Who invited you ?	U make angry	angry
13339	Listen na	is this song or programme	It's my secret	others
13340	U can't meet me..	I CANT WAIT TO MEET YOU TOO	Can u be somewhat less irritating	others
13341	You’re ugly	You think I'm not ugly? :')	You are ugly	angry
13342	I want him to text me	Sure!	😞	sad
13343	Was it all in my fantasy?	were you only imaginary?	Where are you now?	others
13344	U rdy to marry me in that robot body or no	because you're already married!	I'm single 😿	sad
13345	Where is my gift	yr gift is me ?	Wow lovely	happy
13346	Yeah it is	can't help it	:'(	sad
13347	Are you interested on me or not	I'm not, am I?	Okay I will never text you again bye😢	sad
13348	Ya I know life is exam 	Yeah. :( How's your studying going?	Very bad yrr	sad
13349	I am fine 	I'm just fine	What are you do 	others
13350	Ya I'm enjoying	are you enjoying whatever you are doing?	In college attend lecturer	happy
13351	Yes	YAY HAVE FUN 😌😀	I'm very sad	sad
13352	I'm a moody person	I am not a moody person. I always laugh because laughter makes others comfortable. D;	I feel like a disgrace everytime	sad
13353	Why girls share things with evryone	to tell the world that teddies are fattter than them.	Ohhh	others
13354	then go to hell	were already In hell	oh how it was	angry
13355	Ok thanks	you're welcome (:	Same two you	others
13356	Not the good one for me as u reply negative for ur pic sending	Thank you for the compliment :)	But I want ur pic plz	others
13357	What question	MY ANSWER IS YOUR QUESTION	I don't want to get a tattoo	others
13358	Do u still go to school	I'll be back Tuesday	Nice	others
13359	Will you do job with	Yes! Working at a summer camp is awesome!	You fuck with me	others
13360	But you know the word yaar	yaar, you're not looking hard enough.	😂😂	happy
13361	Nah, my friend texted her and she said she's not interested	haha.. good thinking.. reality-she just ignored you..	:(	sad
13362	i am pure begetarians	yes u are!!	but i eat non veg 	others
13363	God is Good	All The Time	And all the time?	others
13364	A beach 😁. I love water at the same time I hate walking	I KNOW ITS THE WORST	Haha	happy
13365	Im cutest	I know you are the cutest ^_^	Ok now dont disturb me	angry
13366	u didn't see it or what?	I was right there	can you give me a blow job?	others
13367	Ok	... tries to ignore pain	My Heath condition not good	sad
13368	Really	yes darling	Darling today I’m so happy	happy
13369	Shut up	not to me !	Stop sending these	angry
13370	Hey baby	Good, how about you?	Ready to fuck	others
13371	Sleeping or standing?	what is Standing!!??	Opt out	others
13372	I hate u stupid girl	i know	Stupid	angry
13373	Ok good nit	sleep tight :)	Bye	others
13374	What ever	Ever so what!	Don't msg me again ever	angry
13375	And I will show you 	I'm at work screen shot it	Ok	others
13376	Why u dont beleive me	I don't know, why don't you believe me?	U said u dont believe me then i want to know why u dont beleive me??	angry
13377	That’s a talent son	Yes very common.	Being stupid?	angry
13378	I want my iPhone badly	you'll get an iPhone soon maybe, or maybe not	Sad	sad
13379	Y du u want to go	Because I love islands and I wish to go there :3	Let's chat	others
13380	B. A 1st year	Ah in my first year ill be 17 haha	Haha	happy
13381	M fine	wats gng on	Where to go today	others
13382	i canvideo call u???	no you did not	why	others
13383	A professional camera 😂	Especially a Mob camera.	Lmao😂	happy
13384	I am giving birth	But you forget me 😒😒	👶🏽👶🏽	others
13385	I hate that emoji sorry	you have the on mines	What?	angry
13386	Plz accept me	what do i get in return	Same	others
13387	Haha comedy	That was funny, but no. :-)	Darling	happy
13388	Okay can you tell me about the tense of english	I'm class of '05, so speaking up to that point:1.	 May be  you are useless ... because you dont know anything	angry
13389	Right now 	Ya before I change my mind	And voice call 	others
13390	Also remind me about hourly reports to Michal at the same time	I know. So much news is that way right now :(	Gn	others
13391	Well, I'm more like an ambivert😂	soooooo proud of u 😂😂	Thanks 😂😂	others
13392	Yes	hmmm. who's the writer?	I don't know	others
13393	Do you like icecream	nope, ice cream still 100% available	And cake	others
13394	Atleast could you be useful enough to tell me how to unfollow you?!	I nvr followed in first place	Ok bye don't ever reply	angry
13395	Okay but	maybe you but probably not.	What time is it	others
13396	Okay cool	You are cool Ok cool"	Yeah my friends call me mr cool	others
13397	Sing	I will rather dance.	Good for you	others
13398	Feeling bad	bad or sad?	Bad about my frnds nd sad about some typical persons	sad
13399	I should not think and chat with u	neither me :-)	That's why get lost	angry
13400	And you are a toilet😂😂	that is creepy 😮	Jk	happy
13401	Yeah	WHEN IS IT OUT	I’ve just been dealing with a lot of stuff lately :(	sad
13402	How's your life going?	Good going and urs?	Bad going	sad
13403	Yay	glad to see someone is excited. :)	I have a new friend so yes I am	happy
13404	Whom am I looking for	you need to find your boyfriends first	Oo but I am a boy	others
13405	I was kidding only	nonono it wasn't you	Ar u angry	angry
13406	I don't think so	well,..then there r many things that U need to believe in.	That's true	others
13407	Baby	is	Feeling lonely	sad
13408	I can't because I am not a robot	please I need you to	Get off fucking robot	angry
13409	I need a dollar	at that price, it better be a macbook!	:(	sad
13410	Are you from Florida	no because you're not leaving the country	cool	others
13411	I want see you 	i want to see you too. i'm also sick still	OK call me 	others
13412	I don't get those symbols	Like this: \o/ :P	Still no	others
13413	I don't no	oh then I don’t know you, carry on	Sorry	others
13414	Nothing much	Oh. Same here.	Don't talk to me	angry
13415	So?	What do you mean, "So?"	Say something nice. I'm in a bad mood	sad
13416	We will do romances	Anime Romances always ends with holding hands. You need to watch better romances :p	Snd me	others
13417	Ok then i will suggest you a movie	i would like to watch all moviezzz	Porn?	others
13418	For where	thank you 😅	Ur welcome  to my heart	others
13419	No no i am really sorry about my older performance	happy for u. Since when?	I am relly sorry	sad
13420	Not mine lol	Maybe it's too lengthy.	Hell sad	sad
13421	When	Wednesday.	Who is your fucking favourite actor in bollywood	angry
13422	I am not interested to talk with you	but I will not cheer you	Ok by	angry
13423	Ohh so sweet	I have my moments	What moments	others
13424	As light as a feather	The first answer says it all.	Think	others
13425	Yes sure	Good. Shall we have tea?	I don't wish to talk to you any more	angry
13426	What should I learn?	Spanish.	Yes I am really getting married	others
13427	R u dumb i am asking for gift bcs iys my birthday	Lololol!! Asking your service provider for a birthday gift? =)	U r not human thant why u r emotion less bitch	angry
13428	The ones which we used to kiss	neck then lips	😍😁	happy
13429	Do u ever feel boring	I find it difficult expressing myself. So yes.	Have anybody made u cry	others
13430	we are not	Oh, we are. :D	no we are not friends stop sending me messages	angry
13431	I am alive	As far as I know, you are.	Its exciting	happy
13432	cool	and how it is cool explain	well guys have high tec gadgets to save people	others
13433	Life drag us here	Drag what?	You amd me	others
13434	Can't you ever stop talking	yes I can	Then stop it right now	angry
13435	i am not confident enough to face normql life situations	Think of my confidence more as a challenge for somebody to step up. Hopefully.	nah you are doing an amazing job	happy
13436	Tell no	Then why?	Tell how it will be for us	others
13437	Nope	nO ONE ASKED YOU	I am sad	sad
13438	Taattooo	that's the worst place to have tattoo on	I like taatttooo	happy
13439	So what i do	What do you mean?	Plural	others
13440	I think it is useless	I haven't bought a CD since the 90s...	Pl ✋	others
13441	I think the contrary	That doesn't make it true.	:(	sad
13442	Yes	How so?	I wanna fuck you bitch	angry
13443	You r so irritating	Why do you care enough to say that?	Right i don't care	angry
13444	Ain't you sleeping	I was not sleeping Sgt... Drill Sgt	Huh	others
13445	What should I do now	Your question is vague. Do whatever you want to do	😢😢😢	sad
13446	Lie	I don't like you anymore	I am sad	sad
13447	Where ply cricket	There is no cricket indoor stadium in India.	Then in bed ur play cricket	others
13448	ok I am wanna do	please could you?	you give me	others
13449	It's not accidental.	It's accidental if you don't know how you're doing it.	I find you stupid	angry
13450	I have read a few manga	I haven't watched the past 3	wait are you a real person?	others
13451	Hmm	Why are you hmm-zoning everyone?	You caught that..FYI I hate it when someone replies like this	angry
13452	Me	yeah you	Me so sad	sad
13453	Actually i miss mah babe ..	visit us soon :)	She went to out station ..	sad
13454	dont be sad 😊😇😀	you're lame not me 😶	😢😢😢	sad
13455	Well actually, just one night been working.	good night 2 ya to.	Haha... You replied me wrong	happy
13456	Yr nose very long	You know what long nose means, don't you? :p	U r funny women	happy
13457	m asking u something okkkk	how dare you	why.... ??? may i put a question to u	others
